"Metabolite_name","Type","Alignment_ID","Average_Rt(min)","Average_Mz","Adduct_type","Post_curation_result","Fill_percent","MS.MS_assigned","Reference_RT","Reference_m.z","Formula","Ontology","Annotation_tag_(VS1.0)","RT_matched","m.z_matched","MS.MS_matched","Comment","Manually_modified_for_quantification","Manually_modified_for_annotation","Isotope_tracking_parent_ID","Isotope_tracking_weight_number","RT_similarity","m.z_similarity","Simple_dot_product","Weighted_dot_product","Reverse_dot_product","Matched_peaks_count","Matched_peaks_percentage","Total_score","S.N_average","Spectrum_reference_file_name","MS1_isotopic_spectrum","MS.MS_spectrum","Blank_1_1","Blank_1","Blank_2_1","Blank_2","Sample.Avg","Sample.Std","Isotope_tracking_weight_number2","HRF_Score","SI","P12_B_001","P12_D1_001","P12_D2_001","P12_D3_001","P14_B_001","P14_D1_001","P14_D2_001","P14_D3_001","P15_B_001","P15_D1_001","P15_D2_001","P15_D3_001","P16_B_001","P16_D1_001","P16_D2_001","P16_D3_001","QCB_001","QCB_002","QCP_001","QCP_002","Spk1_001","Spk2_002","QC_Pooled_Avg","QC_Blank_Avg","Solvent_Blank_Avg","LOD_pre_solv_sub","QC_Pool_Blank_Sub","QC_Pool_Blank_Ratio","SMILES","INCHIKEY"
"11,14-Eicosadienoic acid, methyl ester","EI","766","15.848",307.14014,NA,NA,NA,NA,NA,"56.06206","C21 H38 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.917","2769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.8","689",0.0022971434985085,NA,0.00458534579193769,0.0103456361129122,0.000789924653063724,0.012685010671424,0.0141628827251673,0.0112034289885702,0.00363653713128511,0.0113140075700453,NA,2.07443158411497,6.7347401752668,NA,NA,0.00968850599467075,NA,1.37171243748237,NA,0.190506887534569,0,0,0.190506887534569,1.37171243748237,0,0.000157984930612745,0,7.20032989481003,"CCCCCC=CCC=CCCCCCCCCCC(=O)OC","GWJCFAOQCNNFAM-ZDVGBALWSA-N"
"11,14-Eicosadienoic acid, methyl ester","EI","953","21.081",151.1123,NA,NA,NA,NA,NA,"80.06206","C21 H38 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.947",NA,NA,NA,NA,6145,NA,NA,NA,NA,NA,NA,"99.8","740",0.0025538582826053,0.00923164348237591,0.00572323624667305,0.00350145204153387,NA,0.00463203777586181,0.00143732030077016,0.00136007128260689,NA,0.00117760861072736,0.00152079292286255,0.00380929073986107,0.000274834331937684,0.00280712591991578,NA,0.00590411113192581,NA,9.19697027815667e-05,NA,0.00242999309445951,0,0,0.00242999309445951,9.19697027815667e-05,0,1.83939405563133e-05,0.00233802339167794,0.037847721868536,"CCCCCC=CCC=CCCCCCCCCCC(=O)OC","GWJCFAOQCNNFAM-ZDVGBALWSA-N"
"11,14-Eicosadienoic acid, methyl ester","EI","964","23.787",486.48019,NA,NA,NA,NA,NA,"110.10898","C21 H38 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.95",NA,NA,NA,NA,3640,NA,NA,NA,NA,NA,NA,"98.2","785",0.000317047453040491,0.00515106449714732,NA,0.000219472881526196,NA,0.0210279644600435,0.00325808000680806,0.00689537621145663,0.000383781141401762,0.00889586661322436,0.0118595694689827,0.022907423607062,NA,0.0458958707430101,NA,0.07615261581462,NA,0.00014156711205575,NA,0.0117287822968513,0,0,0.0117287822968513,0.00014156711205575,0,2.831342241115e-05,0.0115872151847956,0.012070060512058,"CCCCCC=CCC=CCCCCCCCCCC(=O)OC","GWJCFAOQCNNFAM-ZDVGBALWSA-N"
"14-Heptacosanone","EI","824","16.376",341.01849,NA,NA,NA,NA,NA,"97.10114","C27 H54 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.951","2878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.4","787",0.0516822257621989,0.0179442613681841,0.0415518204269051,0.0315961269760094,0.000590153778550963,0.0145567864622674,NA,0.0143828855897642,0.00737889463676475,0.0238975626682449,0.0291638398377933,0.26445973932317,3.40526814436388,NA,NA,0.017440473941408,NA,0.19884910930253,NA,0.140951759699732,0,0.0689987441758039,0.140951759699732,0.19884910930253,0.0689987441758039,0.000118030755710193,0,1.41076003397287,"CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC","VCZMOZVQLARCOE-UHFFFAOYSA-N"
"15-Tetracosenoic acid, methyl ester, (Z)-","EI","729","15.491",348.33917,NA,NA,NA,NA,NA,"85.10115","C25 H48 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.906","2695","14",NA,NA,128149,NA,NA,NA,NA,NA,NA,"95.1","626",0.00854703982430433,NA,0.1735507870227,NA,0.00205124682495518,0.0134841624010011,0.0156484368826401,0.0179691712478039,0.0299313467338659,0.0609466251767338,0.0421888127178123,3.32496186026212,11.1366934399626,0.0314755693270492,NA,0.0130519268896743,NA,1.71037408463365,NA,0.268470958271425,0,0,0.268470958271425,1.71037408463365,0,0.000410249364991035,0,6.37079740634164,"CCCCCCCCC=CCCCCCCCCCCCCCC(=O)OC","AINIZSBLAFHZCP-KHPPLWFESA-N"
"17-Octadecynoic acid","EI","954","21.232",476.45929,NA,NA,NA,NA,NA,"110.10898","C18 H32 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.95",NA,NA,NA,NA,5471,NA,NA,NA,NA,NA,NA,"99.1","765",0.00175504026363017,0.00905169930969213,0.00565019606779218,0.00205402233769555,NA,0.028577337204663,0.0105624851833616,0.00905757695229535,0.000864347663994633,0.0098108329327147,0.0133981142912985,0.0234742681863916,0.00292078321248787,0.0329784975685849,NA,0.058778390908465,NA,0.000298562856738523,NA,0.0103118967779487,0,0,0.0103118967779487,0.000298562856738523,0,5.97125713477046e-05,0.0100133339212102,0.0289532433428717,"C#CCCCCCCCCCCCCCCCC(=O)O","DZIILFGADWDKMF-UHFFFAOYSA-N"
"2-(1,3-Dihydro-benzoimidazol-2-ylidene)-3-(2,6-dimethoxy-phenyl)-3-oxo-propionitrile","EI","680","14.895",189.07045,NA,NA,NA,NA,NA,"191.08553","C18 H15 N3 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.967","2581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.4","844",5.96826361976898e-05,0.00110279233731059,0.000623551945697363,0.000750678075999306,0.000607545293189807,0.000721238442258254,0.00367197330269708,0.000540099186463092,0.000918113797797491,0.00162720277772846,0.000690109485279281,NA,0.00172251740854001,0.00232640666954289,NA,0.00124493279768664,NA,NA,NA,0.000502964324929429,0,0.000104156035219509,0.000502964324929429,0,0.000104156035219509,1.1936527239538e-05,0.000502964324929429,0,"COC1=C(C(=CC=C1)OC)C(=C(C#N)C2=NC3=CC=CC=C3N2)O","NZVUFVMWTPPPHI-BOPFTXTBSA-N"
"2-(2-Dipropylamino-ethylsulfanyl)-6-hydroxy-5-octyl-3-phenyl-3H-pyrimidin-4-one","EI","665","14.712",127.07595,NA,NA,NA,NA,NA,"127.0754","C26 H41 N3 O2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.908","2547",NA,NA,NA,1390,NA,NA,NA,NA,NA,NA,"100","541",0.000889052194234888,NA,NA,NA,0.0198504072470133,0.00581569399486454,0.0368600275969388,0.0294658903587658,0.000981580660930344,0.000558314838376653,0.000579450119974718,0.000963202113521363,0.0172563017307301,NA,NA,0.00499822601411054,NA,0.00735416436230213,NA,0.0060113393622049,0,0,0.0060113393622049,0.00735416436230213,0,0.000111662967675331,0,1.22338199845112,"CCCCCCCCC1=C(N=C(N(C1=O)C2=CC=CC=C2)SCCN(CCC)CCC)O","UBOMJHPOXHTQJI-UHFFFAOYSA-N"
"2-(Cholest-5-en-3-yloxy)ethanol","EI","883","17.489",368.34424,NA,NA,NA,NA,NA,"368.34369","C29 H50 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","727",0.000461499174374149,0.00230775787852425,0.000723644994209453,0.00206153368462388,8.30470551097479e-05,0.00744846448121973,0.00478126082754345,0.0080639985261361,NA,0.00140079025436183,0.00315769381383214,0.00248797849496109,7.69773795434396e-05,0.00360610331958875,NA,0.0149724987033756,NA,0.00026903521348323,NA,0.00551830832630263,0,0,0.00551830832630263,0.00026903521348323,0,1.53954759086879e-05,0.0052492731128194,0.0487532043472258,"CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OCCO)C)C","NPYXBHZQVNRAOF-UHFFFAOYSA-N"
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate","EI","891","17.647",355.28482,NA,NA,NA,NA,NA,"155.1431","C29 H54 O6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.5","704",0.000882214812758429,0.00396703337080874,0.0231491893567794,0.00114581145377668,0.000389508182887727,0.0551140992144189,NA,0.0340849067716532,0.00115280170377777,0.0126669619837125,0.00420565347026785,NA,0.00092306837116327,0.00271697688163502,NA,0.00843215842318916,NA,0.000198690683587018,NA,0.00902326496427283,0,0,0.00902326496427283,0.000198690683587018,0,3.97381367174036e-05,0.00882457428068581,0.0220198214696924,"CCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCC","GVUCZFUFLQMFID-UHFFFAOYSA-N"
"2-(N-Methylamino)-3,7,11-trimethyl-1,3-dodecanediol","EI","228","9.577",74.03677,NA,NA,NA,NA,NA,"75.03962","C16 H35 N O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.934","1821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","669",0.00056353024020949,NA,0.00117126336798413,0.00177187879562744,0.000149886041843058,0.000699540749119851,0.000697400173848557,0.000508529274201798,0.000183774927862714,0.000257341139055119,0.000343156519727809,0.000634003404741636,0.000199045282438654,0.000272176932814948,NA,0.000281937688194761,NA,0.000145029146694009,NA,0.000681470510042746,0,2.54603641647689e-05,0.000681470510042746,0.000145029146694009,2.54603641647689e-05,2.90058293388018e-05,0.000536441363348737,0.212817934975516,"CC(C)CCCC(C)CCCC(C)(C(CO)NC)O","LCIWWMFNDBZAFP-UHFFFAOYSA-N"
"2-Ethylhexyl salicylate","EI","221","9.46",250.15692,NA,NA,NA,NA,NA,"138.03116","C15 H22 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.968","1808","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.9","859",0.0158237952864874,0.985300827924235,0.789929380449207,3.1589210372508,0.00822011483030538,0.042749059565255,0.0884364875297093,0.0613441448256195,0.0128355548848878,0.0232335698316385,0.0248025320887553,0.0435952932083545,0.0231621700147756,0.0029835389954567,NA,0.00633072024116094,NA,0.00909363607036691,NA,0.369991721380092,0,0.000228151315242734,0.369991721380092,0.00909363607036691,0.000228151315242734,0.000596707799091341,0.360898085309725,0.0245779447076467,"CCCCC(CC)COC(=O)C1=CC=CC=C1O","FMRHJJZUHUTGKE-UHFFFAOYSA-N"
"2-Ethylhexyl stearate","EI","730","15.484",284.27151,NA,NA,NA,NA,NA,"84.09332","C26 H52 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.949","2695","8",NA,NA,8125,NA,NA,NA,NA,NA,NA,"98.5","774",0.00278035858165648,0.00442753950070375,0.35473454249641,0.00409286216564232,NA,0.00292789129074184,0.00224899854720961,0.00461343530339827,0.00286608999106645,0.00711863181841879,0.00512544792787878,0.0451958717259207,0.167193415964963,0.0073246731650729,NA,0.00870235623327203,NA,0.16701429592012,NA,0.0529020602022365,0,0,0.0529020602022365,0.16701429592012,0,0.000449799709441922,0,3.15704710330089,"CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC","OPJWPPVYCOPDCM-UHFFFAOYSA-N"
"2-Methylhexacosane","EI","924","18.866",267.30514,NA,NA,NA,NA,NA,"138.14038","C27 H56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.9","868",NA,NA,0.0673604122024936,NA,NA,0.00508575612581457,0.00143276133510829,0.00175556899594459,NA,0.000371017917204284,0.000458702051416531,0.00122918720143121,NA,NA,NA,0.00160088590203913,NA,NA,NA,0.000405213728485236,0,0,0.000405213728485236,0,0,7.42035834408568e-05,0.000405213728485236,0,"CCCCCCCCCCCCCCCCCCCCCCCCC(C)C","BEBPORIYFVRVCP-UHFFFAOYSA-N"
"2-Methylhexacosane","EI","829","16.446",281.3208,NA,NA,NA,NA,NA,"85.10113","C27 H56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.958","2893","232",NA,NA,86239,NA,NA,NA,NA,NA,NA,"97.6","837",0.00702271303493091,0.0563286202341345,1.11637515080112,0.0125342690934329,0.0018815766488558,0.00824708203546746,0.0136072967765073,0.0131914032761169,0.0160325475319886,0.0289019757990169,0.027090242220274,1.82401794748836,5.99599001327431,0.0396612664774378,NA,0.0288452056252294,NA,1.13603994866856,NA,0.170366455441185,0,0.033115226554256,0.170366455441185,1.13603994866856,0.033115226554256,0.00037631532977116,0,6.66821379670454,"CCCCCCCCCCCCCCCCCCCCCCCCC(C)C","BEBPORIYFVRVCP-UHFFFAOYSA-N"
"2-Pentyl-1,3-dioxolane","EI","217","9.382",219.17488,NA,NA,NA,NA,NA,"99.08036","C8 H16 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.926","1800","738",NA,NA,207,NA,NA,NA,NA,NA,NA,"96.8","695",0.000743348557983005,0.00487009456108347,0.00197190499114397,0.00443664898037461,0.00105506807002812,0.00477718084391308,0.00490195184516537,0.00199406277062567,0.000244642249148967,0.000693415799604151,0.000207117211046532,0.000337902251624604,0.000642523453178839,0.000641223672099562,NA,NA,NA,0.000673215213896166,NA,0.00274823926591646,0,2.0169898883778e-05,0.00274823926591646,0.000673215213896166,2.0169898883778e-05,4.14234422093065e-05,0.00207502405202029,0.244962373635131,"CCCCCC1OCCO1","GXLCAMYCQRAOMY-UHFFFAOYSA-N"
"2-Pentyl-3-propyloxirane","EI","399","11.811",207.03296,NA,NA,NA,NA,NA,"67.05423","C10 H20 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.909","2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.9","606",0.624446229279213,0.268034533063996,0.214535396380547,0.19492043451658,NA,1.21822000824919,0.770805994735914,0.918792912002224,NA,0.0962208054727464,0.0647497896136273,0.232994775555356,0.240608908236956,0.092314543521171,NA,0.137952273385855,NA,0.0646426842830376,NA,0.281209244030115,0,0.00216104484925811,0.281209244030115,0.0646426842830376,0.00216104484925811,0.0129285368566075,0.216566559747077,0.229873966291503,"CCCCCC1C(O1)CCC","PBWRJLOZBHQWOU-UHFFFAOYSA-N"
"2-Phenoxyethanol","EI","6","3.819",138.0681,NA,NA,NA,NA,NA,"95.04467","C8 H10 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.979",NA,NA,NA,NA,2513,NA,NA,NA,NA,NA,NA,"99.8","900",0.0468218827697722,0.00810506087822191,0.0275528467403296,0.0115068583848549,NA,0.00502272343695529,0.00459391773194498,0.0016953888506965,NA,NA,0.000157376740301311,0.000152899263056873,0.000319957864457359,NA,NA,NA,NA,0.00804288347044788,NA,0.00443229802773814,0,0.000215035370066944,0.00443229802773814,0.00804288347044788,0.000215035370066944,3.05798526113746e-05,0,1.814608002466,"C1=CC=C(C=C1)OCCO","QCDWFXQBSFUVSP-UHFFFAOYSA-N"
"2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester","EI","546","13.438",290.18805,NA,NA,NA,NA,NA,"178.06216","C18 H26 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.975","2324","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.6","881",0.0716332715553447,15.4465982073052,7.44604386079441,14.8493332252673,0.0694310170459998,53.7848709337016,3.28391958592435,84.0595243930705,0.0299996639616637,0.0416806697594864,0.00261086500612001,0.00749679211202429,0.443904253079442,7.53605720491021,NA,24.9490818367758,NA,0.0695738759682941,NA,20.867212349018,0,0.000724628416455728,20.867212349018,0.0695738759682941,0.000724628416455728,0.000522173001224002,20.7976384730497,0.00333412411800028,"CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC","YBGZDTIWKVFICR-JLHYYAGUSA-N"
"2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester","EI","460","12.403",290.18799,NA,NA,NA,NA,NA,"161.05952","C18 H26 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.974","2164","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.7","877",0.0106100993083916,0.465048744930831,0.160637679041569,2.51855658852431,0.00409881467565983,5.28925209984958,0.35310565858818,0.545881159518905,0.00181213428091917,0.00372081284417103,0.00103161384802827,0.00173628150738977,0.0740179425953405,1.98778011211829,NA,0.31171724362689,NA,0.010330435401281,NA,1.13244678386912,0,4.54649360085159e-05,1.13244678386912,0.010330435401281,4.54649360085159e-05,0.000206322769605655,1.12211634846784,0.00912222591686473,"CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC","YBGZDTIWKVFICR-JLHYYAGUSA-N"
"2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester","EI","519","13.112",239.23753,NA,NA,NA,NA,NA,"127.07536","C18 H26 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.917","2272","33",NA,NA,1041,NA,NA,NA,NA,NA,NA,"96.1","663",0.002224845411981,0.00456750174583076,0.0043797645357278,0.0042043679966393,0.00998108286876636,0.00345219709492563,0.0230577590556255,0.019999962228855,0.00140517917500686,0.000891628702784222,0.000466505856720729,0.00117597211421012,0.0223189178115952,0.00166187299131977,NA,0.00730267378071974,NA,NA,NA,0.00520466252763996,0,0.000453657397844973,0.00520466252763996,0,0.000453657397844973,9.33011713441457e-05,0.00520466252763996,0,"CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC","YBGZDTIWKVFICR-JLHYYAGUSA-N"
"2-tert-Butoxytetrahydrofuran","EI","69","5.966",129.1281,NA,NA,NA,NA,NA,"58.07323","C8 H16 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.7","640",0.00220816123816697,0.0201880685615601,0.00600494062986993,NA,0.00024929552788521,0.0120516567892985,NA,0.00698554777335295,NA,0.000138959196247462,4.55925021601074e-05,NA,0.00214764248192765,0.000953498352674494,NA,0.0023295530444177,NA,0.00630153022181883,NA,0.0046488671699201,0,0,0.0046488671699201,0.00630153022181883,0,9.11850043202147e-06,0,1.3554980152137,"CC(C)(C)OC1CCCO1","YUIHSLYOPKDRCJ-UHFFFAOYSA-N"
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-hentriacontadeuteriohexadecanoic acid","EI","434","12.198",319.49115,NA,NA,NA,NA,NA,"82.15456","C16 H D31 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.908","2134",NA,NA,NA,1520,NA,NA,NA,NA,NA,NA,"94.9","643",0.124005013534043,0.22122673682271,0.105137445277029,0.199329891964457,0.00221937337549489,0.0464802233666858,0.054123067758387,0.0482016467260859,0.10691411557563,0.033485119854032,NA,NA,0.126483704331074,0.0283912471664306,NA,NA,NA,0.0136126449360104,NA,0.0144157809313024,0,3.70332569669366e-05,0.0144157809313024,0.0136126449360104,3.70332569669366e-05,0.000443874675098979,0.000803135995292,0.944287721968078,"CCCCCCCCCCCCCCCC(=O)O","IPCSVZSSVZVIGE-SAQPIRCFSA-N"
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-hentriacontadeuteriohexadecanoic acid","EI","189","8.681",255.37845,NA,NA,NA,NA,NA,"81.1483","C16 H D31 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.914","1736",NA,NA,NA,165,NA,NA,NA,NA,NA,NA,"98","608",0.0912519098624148,0.172891187271753,0.138976808574254,0.138118578825764,0.0611621751021944,0.0950701594780446,0.0826122569311475,0.0482733273393721,0.098679052321169,0.0539620591833177,0.0446254981956337,0.0588515497531401,0.0917739041005771,0.0485752453519933,NA,0.01352517040704,NA,0.0436850569026787,NA,0.0791934251354817,0,0,0.0791934251354817,0.0436850569026787,0,0.002705034081408,0.035508368232803,0.551624794961749,"CCCCCCCCCCCCCCCC(=O)O","IPCSVZSSVZVIGE-SAQPIRCFSA-N"
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate","EI","110","6.922",243.15964,NA,NA,NA,NA,NA,"173.11723","C16 H30 O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.916","1585","3",NA,NA,3203,NA,NA,NA,NA,NA,NA,"98.3","614",0.0129574157047767,0.00472207473361722,0.00289003262838128,0.010808006319577,0.00256308733344602,0.00424659212037972,0.0158684221723775,0.00256446343537528,0.00126883003497969,0.0010349166505175,0.00130130211061296,0.0018663527930196,0.0332568026778621,0.00112820996791443,NA,0.00167244497446884,NA,0.00752132042603196,NA,0.00398699952229377,0,0.00126949123138445,0.00398699952229377,0.00752132042603196,0.00126949123138445,0.000206983330103499,0,1.88646133112774,"CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C","OMVSWZDEEGIJJI-UHFFFAOYSA-N"
"2,2'-Bibenzothiazole","EI","711","15.229",268.01285,NA,NA,NA,NA,NA,"108.00277","C14 H8 N2 S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.948","2645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.6","885",0.000403549958832463,0.00274080193190226,NA,0.00514189368133624,0.000241525945901584,NA,0.00074897727203652,0.00482616577468041,0.00186758060640337,0.0210194761821742,0.000892516291322379,0.011061389822077,0.000300779537907299,0.0215758494271155,NA,0.00076233350053328,NA,0.000231956320763329,NA,0.00277209088027665,0,7.08701911599411e-05,0.00277209088027665,0.000231956320763329,7.08701911599411e-05,4.63912641526658e-05,0.00254013455951332,0.0836755830819588,"C1=CC=C2C(=C1)N=C(S2)C3=NC4=CC=CC=C4S3","YJVXQQKAUCYQIP-UHFFFAOYSA-N"
"2,3,5-Trimethyl-phenanthrene","EI","466","12.486",220.12518,NA,NA,NA,NA,NA,"205.10117","C17 H16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.959","2176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.1","850",NA,0.009403402579329,0.00073597678663394,0.0140158765673373,0.000788149483670114,0.000442653289559785,0.00303873297226325,0.00665930655503846,0.00411897405593834,0.0235081318733437,0.00169838222194725,0.0249271274041165,0.00215906365402114,0.0219109520333954,NA,0.000869076084596767,NA,NA,NA,0.00880247637188464,0,0.000220601380414653,0.00880247637188464,0,0.000220601380414653,8.8530657911957e-05,0.00880247637188464,0,"CC1=C2C(=CC=C1)C=CC3=C2C=C(C(=C3)C)C","PIRFDOCDTWKNTM-UHFFFAOYSA-N"
"2,4-Di-tert-butylphenol","EI","73","6.091",206.16707,NA,NA,NA,NA,NA,"192.14638","C14 H22 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.969","1502","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.6","871",0.730646990351997,0.562607172538515,0.560486362810274,0.446586971808477,0.0150482910392794,0.0775824547315025,0.125636461999502,0.073372253209751,0.00745355221052992,0.0059124158065678,0.00545988668312262,0.0126631729822515,0.037218265926742,0.011999832349445,NA,0.0131663274865369,NA,0.189299989892364,NA,0.137011994578358,0,0,0.137011994578358,0.189299989892364,0,0.00109197733662452,0,1.38163078696079,"CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C","ICKWICRCANNIBI-UHFFFAOYSA-N"
"2,4-Di-tert-butylphenol","EI","83","6.169",206.16707,NA,NA,NA,NA,NA,"192.14638","C14 H22 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.969","1510","4",NA,NA,2271082,NA,NA,NA,NA,NA,NA,"98.7","869",0.224238305471525,0.148588524488127,0.169926447537909,0.124928425311184,0.093179490464639,0.0864496634504648,0.114211572478436,0.057881883822892,0.0925878502486367,0.0624434321578933,0.0584615746954231,0.0612372239745924,0.0671659325317695,0.0425625682250134,NA,0.0546052074053562,NA,0.116255925943366,NA,0.0988759882780157,0,0.0826423581543595,0.0988759882780157,0.116255925943366,0.0826423581543595,0.00851251364500267,0,1.17577510948848,"CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C","ICKWICRCANNIBI-UHFFFAOYSA-N"
"2,5-Dimethylhexane-2,5-dihydroperoxide","EI","26","4.737",207.033,NA,NA,NA,NA,NA,"113.09599","C8 H18 O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.2","713",0.49022484367856,0.0100221535066841,0.00140677491205762,0.0155193559876166,0.00513548787443532,0.0133457092430265,0.0181735871765414,0.00107723869365169,0.00368190230668127,0.00128965426512825,0.00203693379350006,0.000292426993161756,0.0276757115967875,0.000778815095106243,NA,0.00242293022878458,NA,0.131500418467165,NA,0.00664501873831465,0,0,0.00664501873831465,0.131500418467165,0,5.84853986323512e-05,0,19.7893224452392,"CC(C)(CCC(C)(C)OO)OO","JGBAASVQPMTVHO-UHFFFAOYSA-N"
