"InChIKey","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"UXAHTIGXQXJADE-VHDFTFQCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Taurinated bile acids and derivatives",NA,NA,NA,NA,NA
"XRASPMIURGNCCH-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphonic acids and derivatives","Bisphosphonates","Bisphosphonates",NA,NA,NA,NA,NA
"BWQSLRZZOVFVHJ-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolizidines",NA,"Pyrrolizidines",NA,NA,NA,NA,NA
"KBTRXOVQHFGXMN-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles",NA,NA,NA,NA,NA
"IBBOEPTXNHPBRH-AFOMSZMQSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",NA,NA,NA,NA,NA
"AMBQHHVBBHTQBF-UOUCRYGSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides",NA,NA,NA,NA,NA
"ALZPKDUBPSBRMK-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonamides",NA,NA,NA,NA,NA
"NPRMORQLTSSPIZ-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTGUKTQOTCXQJK-OZCCTXIFSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"APMICFQMLNFXRZ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Oxosteroids","11-oxosteroids",NA,NA,NA,NA,NA
"FICCJNZNMURRLP-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKLAVFMVEROOKJ-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","Cinnamic acid esters",NA,NA,NA,NA,NA
"OILAIQUEIWYQPH-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Cyclic ketones",NA,NA,NA,NA
"IEYBTYRDMTXDKO-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",NA,NA,NA,NA,NA
"PYWVYCXTNDRMGF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes",NA,NA,NA,NA
"FXTXPMZATQSMSG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"WMSZDXQCLFUBAQ-FJNJJAFCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"NLLJGJGLOHFJMI-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans",NA,"Naphthopyrans",NA,NA,NA,NA,NA
"VWPOSFSPZNDTMJ-UCWKZMIHSA-N","Completed","Organic compounds","Benzenoids","Tetralins",NA,"Tetralins",NA,NA,NA,NA,NA
"QLFZZSKTJWDQOS-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues",NA,"Macrolides and analogues",NA,NA,NA,NA,NA
"WIKNHJPJHDNAME-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins","Cucurbitacin glycosides",NA,NA,NA,NA
"PZZRDJXEMZMZFD-IEGSVRCHSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-3-O-glycosides",NA,NA,NA,NA
"VRSRXLJTYQVOHC-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","Protoberberine alkaloids and derivatives",NA,"Protoberberine alkaloids and derivatives",NA,NA,NA,NA,NA
"GECBEMRGTFVRIT-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"YLKFQDKSCLMOGF-HBUYZUPUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"CVULDJMCSSACEO-VMPREFPWSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives",NA,NA,NA
"NTNSWGCAYAVVAD-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZROGCCBNZBKLEL-MPRHSVQHSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-3-O-glycosides",NA,NA,NA,NA
"QTDIEDOANJISNP-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters",NA,NA,NA,NA,NA
"JBCUKQQIWSWEOK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonyl compounds","Benzenesulfonyl compounds",NA,NA,NA,NA,NA
"XUHJBXVYNBQQBD-SJJFEUKHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids",NA,NA,NA,NA,NA
"DQQDLYVHOTZLOR-OCIMBMBZSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",NA,NA,NA,NA,NA
"AFDXODALSZRGIH-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acids","Cinnamic acids",NA,NA,NA,NA,NA
"QKRNXYDUTFTSBG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",NA,NA,NA,NA,NA
"GOYZKWCPWBKPIG-JRMYCMGUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Limonoids",NA,NA,NA,NA,NA
"BFUKWVVFVGUARP-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"TUODPMGCCJSJRH-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Phenylpropanoic acids",NA,"Phenylpropanoic acids",NA,NA,NA,NA,NA
"LJVATEUJGAWSPM-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Glycosylglycerols","Glycosylglycerols",NA,NA,NA,NA,NA
"HPGZJVHJJKWFCQ-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUBLIKRGQGISNL-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Isoindoles and derivatives","Isoindolines","Isoindolones",NA,NA,NA,NA,NA
"ZYEMGPIYFIJGTP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Methoxybenzenes","Dimethoxybenzenes",NA,NA,NA,NA,NA
"YUVKUEAFAVKILW-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","2-phenoxypropionic acids","Aryloxyphenoxypropionic acids",NA,NA,NA,NA,NA
"GGJRAQULURVTAJ-PDBXOOCHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",NA,NA,NA,NA,NA
"ZRJBHWIHUMBLCN-JRYCNTDSSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Quinolones and derivatives",NA,NA,NA,NA,NA
"VMSAVZHJSSTNMD-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Methoxybenzoic acids and derivatives","O-methoxybenzoic acids and derivatives",NA,NA,NA,NA
"VDYCLYGKCGVBHN-FBVYQCEESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"UQVUEULZDJRMJR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Pyridoindoles","Beta carbolines",NA,NA,NA,NA,NA
"BSSWIRVAMSGQMG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",NA,NA,NA,NA,NA
"OWWJIYCJJLVSON-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","O-cinnamoyl glycosides",NA,NA,NA,NA,NA
"FBRKYRSUSJWLHH-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Emetine alkaloids",NA,"Emetine alkaloids",NA,NA,NA,NA,NA
"WLCHQSHZHFLMJH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"LCDHGZGHZZLGHK-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes",NA,NA,NA,NA
"CVCHDTLFAFDWOT-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYFMARDICOWMQP-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"DSKXGFLYISEXRN-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KSEBMYQBYZTDHS-HWKANZROSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids",NA,NA,NA,NA,NA
"MARUHZGHZWCEQU-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives",NA,NA,NA,NA,NA
"QMWJARHMJRTJMQ-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Butenolides",NA,NA,NA,NA,NA
"VPOWSDDTEVCUHB-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols",NA,NA,NA,NA,NA
"GZUITABIAKMVPG-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Aryl-phenylketones",NA,NA
"XQIGVMVJGPFNDE-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines",NA,NA,NA,NA,NA
"IRMPFYJSHJGOPE-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Resorcinols",NA,NA,NA,NA,NA
"DACJALPQSPXULN-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IQVNREJWRXOHEO-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Pyrroloindoles","Pyrroloindoles",NA,NA,NA,NA,NA
"CWBZAESOUBENAP-QVNVHUMTSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides",NA,NA,NA,NA,NA
"FLSPBPZSXFDRFE-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"SXWOFRLEPIYRBS-GWDZWKDSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"IEHDJWSAXBGJIP-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"BIQPSTSCCIEMEI-NCHBFNGESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Trichothecenes",NA,NA,NA,NA,NA
"PVPFNLNLTHQHNC-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","Retrochalcones",NA,NA,NA,NA,NA
"OKLASJZQBDJAPH-RUZDIDTESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","Diacylglycerophosphates","1,2-diacylglycerol-3-phosphates",NA,NA,NA,NA
"KQTNKAWCVIBWHG-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Phenol ethers",NA,"Phenol ethers",NA,NA,NA,NA,NA
"FAXXHNWVMKTOFF-UXBLZVDNSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzodioxoles",NA,"Benzodioxoles",NA,NA,NA,NA,NA
"YVXVTLGIDOACBJ-SFHVURJKSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Acetanilides",NA,NA,NA,NA,NA
"LPKTWLVEGBNOOX-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles",NA,NA,NA,NA,NA
"YJWLCIANOBCQGW-HZJYTTRNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",NA,NA,NA,NA,NA
"KSEBMYQBYZTDHS-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids",NA,NA,NA,NA,NA
"BSXFDHHTXOAUGB-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","O-methylated isoflavonoids","4'-O-methylated isoflavonoids","4'-O-methylisoflavones",NA,NA,NA,NA
"FBHSPRKOSMHSIF-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",NA,NA,NA,NA,NA
"FEGCPHIPSRBREU-HVATVPOCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Monohydroxy bile acids, alcohols and derivatives",NA,NA,NA,NA
"RZZPDXZPRHQOCG-OJAKKHQRSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",NA,NA,NA,NA,NA
"FFEZXYJBMGDYNX-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"XUCIJNAGGSZNQT-YIJPGWOQSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Cyanogenic glycosides",NA,NA,NA,NA
"WYWIFABBXFUGLM-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Xylenes","Xylenols",NA,NA,NA,NA,NA
"OYHQOLUKZRVURQ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",NA,NA,NA,NA,NA
"NMZWRJYNVFANDI-XTUJKMMFSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds",NA,NA,NA,NA
"QAGPPGDCPAPQLW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","22,26-epiminocholestanes",NA,NA,NA,NA,NA
"FDGQSTZJBFJUBT-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purinones","Hypoxanthines",NA,NA,NA,NA
"LEYGRBGYJYVHJL-ZKQFBGJWSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Terpene lactones",NA,NA,NA,NA,NA
"MIQPIUSUKVNLNT-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones",NA,NA,NA,NA,NA
"UEVWVMGTABEFID-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes",NA,NA,NA,NA
"CRSFLLTWRCYNNX-QBNNUVSCSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Coumarin glycosides","Coumarin glycosides",NA,NA,NA,NA,NA
"NJGCRMAPOWGWMW-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphonic acids and derivatives","Organic phosphonic acids","Organic phosphonic acids",NA,NA,NA,NA,NA
"JECOCDKQCZSANH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides",NA,NA,NA,NA,NA
"SECKRCOLJRRGGV-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides",NA,NA,NA,NA,NA
"BFCZPWYLRHFBNO-DTJAAUDXSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides",NA,NA,NA,NA,NA
"HJBWJAPEBGSQPR-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives",NA,NA,NA,NA,NA
"JPXLIUZDJZOGOS-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNSDITCTAHCCEB-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Cyclic peptides",NA,NA,NA,NA
"YXZYFHXWEOAXLF-UGAZNADUSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins",NA,"Tannins",NA,NA,NA,NA,NA
"JCDLLLXYAICSQV-INIZCTEOSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Linear furanocoumarins","Psoralens",NA,NA,NA,NA
"ZZMNWJVJUKMZJY-AFHBHXEDSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzodioxoles",NA,"Benzodioxoles",NA,NA,NA,NA,NA
"XKQKXKRCMAJADR-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Glutamine and derivatives",NA,NA,NA
"SWGXDLRCJNEEGZ-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid amides","Secondary carboxylic acid amides",NA,NA,NA,NA
"GDLIGKIOYRNHDA-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzazepines","Dibenzazepines","Dibenzazepines",NA,NA,NA,NA,NA
"NJSAZXBJMATEKS-MRXNPFEDSA-N","Completed","Organic compounds","Alkaloids and derivatives","Aporphines",NA,"Aporphines",NA,NA,NA,NA,NA
"NFEXJLMYXXIWPI-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides",NA,"Pyrimidine nucleosides",NA,NA,NA,NA,NA
"HVNMJMDAMCBOTE-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Saccharolipids",NA,"Saccharolipids",NA,NA,NA,NA,NA
"TWIIRMSFZNYMQE-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrazines","Pyrazine carboxylic acids and derivatives","Pyrazine carboxylic acids",NA,NA,NA,NA
"BPEXJHGGARTCIR-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",NA,NA,NA,NA,NA
"RONZAEMNMFQXRA-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Piperazinoazepines",NA,"Piperazinoazepines",NA,NA,NA,NA,NA
"WCVDAMPGHVHGQY-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal glycosides",NA,NA,NA,NA,NA
"UAHWPYUMFXYFJY-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Acyclic monoterpenoids",NA,NA,NA,NA,NA
"VWUXBMIQPBEWFH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",NA,NA,NA,NA,NA
"XTLROSDJDZHIIK-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Aconitane-type diterpenoid alkaloids",NA,NA,NA,NA,NA
